date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:43:33	24715/24715	---MCZ	200	added ('OK')	text/html	etag:W/%2242332b8384f827507ffa5ade7d647d95%22	https://git-scm.com/docs/git-http-backend	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-http-backend.html	(from https://git-scm.com/docs/git)
17:43:33	23250/23250	---MCZ	200	added ('OK')	text/html	etag:W/%2286a97df6ece14fe0d8f019afc0de11ed%22	https://git-scm.com/docs/git-send-pack	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-send-pack.html	(from https://git-scm.com/docs/git)
17:43:33	12908/12908	---MCZ	200	added ('OK')	text/html	etag:W/%22ce775927149cb8ac8fc613d5c407104a%22	https://git-scm.com/docs/git-http-fetch	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-http-fetch.html	(from https://git-scm.com/docs/git)
17:43:34	15922/15922	---MCZ	200	added ('OK')	text/html	etag:W/%22e22256d084d4409480f8b349d75a5f14%22	https://git-scm.com/docs/git-http-push	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-http-push.html	(from https://git-scm.com/docs/git)
17:43:34	10969/10969	---MCZ	200	added ('OK')	text/html	etag:W/%221ee8e8ac73d5ec8da6ff4bb7fb793870%22	https://git-scm.com/docs/git-parse-remote	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-parse-remote.html	(from https://git-scm.com/docs/git)
17:43:35	27410/27410	---MCZ	200	added ('OK')	text/html	etag:W/%22f320a8801c40a5021f65b68c19eb1abc%22	https://git-scm.com/docs/git-receive-pack	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-receive-pack.html	(from https://git-scm.com/docs/git)
17:43:35	22179/22179	---MCZ	200	added ('OK')	text/html	etag:W/%22d70ac7058a30022def0c0a0809f093e8%22	https://git-scm.com/docs/git-shell	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-shell.html	(from https://git-scm.com/docs/git)
17:43:35	14083/14083	---MCZ	200	added ('OK')	text/html	etag:W/%22189ec5220bd8fa20c41a54e32dad90af%22	https://git-scm.com/docs/git-upload-archive	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-upload-archive.html	(from https://git-scm.com/docs/git)
17:43:35	13532/13532	---MCZ	200	added ('OK')	text/html	etag:W/%22d418cf7d3fb809cab3c57dd15c88feba%22	https://git-scm.com/docs/git-upload-pack	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-upload-pack.html	(from https://git-scm.com/docs/git)
17:43:35	17079/17079	---MCZ	200	added ('OK')	text/html	etag:W/%22ece3a90edccd63425b11694ab50536ee%22	https://git-scm.com/docs/git-check-attr	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-check-attr.html	(from https://git-scm.com/docs/git)
17:43:36	15863/15863	---MCZ	200	added ('OK')	text/html	etag:W/%227acc78a7605bfd6fc558e596691285fa%22	https://git-scm.com/docs/git-check-mailmap	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-check-mailmap.html	(from https://git-scm.com/docs/git)
17:43:36	19684/19684	---MCZ	200	added ('OK')	text/html	etag:W/%22d716720c19e54c0d3394e7864f65a6e3%22	https://git-scm.com/docs/git-check-ref-format	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-check-ref-format.html	(from https://git-scm.com/docs/git)
17:43:36	12741/12741	---MCZ	200	added ('OK')	text/html	etag:W/%2202dc53ccb5fd999b1c6999f9263b95c5%22	https://git-scm.com/docs/git-column	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-column.html	(from https://git-scm.com/docs/git)
17:43:36	18221/18221	---MCZ	200	added ('OK')	text/html	etag:W/%22bc7df0f21011d4e9de18fad684cd08aa%22	https://git-scm.com/docs/git-credential	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-credential.html	(from https://git-scm.com/docs/git)
17:43:37	15134/15134	---MCZ	200	added ('OK')	text/html	etag:W/%2228774b1c682ab4c6ece765552fa467ae%22	https://git-scm.com/docs/git-credential-cache	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-credential-cache.html	(from https://git-scm.com/docs/git)
17:43:37	17822/17822	---MCZ	200	added ('OK')	text/html	etag:W/%22cec30f223d89d96f14047610652c40d5%22	https://git-scm.com/docs/git-credential-store	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-credential-store.html	(from https://git-scm.com/docs/git)
17:43:37	17037/17037	---MCZ	200	added ('OK')	text/html	etag:W/%22047729ff2ffb47af560255517486e6b5%22	https://git-scm.com/docs/git-fmt-merge-msg	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-fmt-merge-msg.html	(from https://git-scm.com/docs/git)
17:43:37	30875/30875	---MCZ	200	added ('OK')	text/html	etag:W/%22dd3bf45738ed96fa02d59010d535dfc7%22	https://git-scm.com/docs/git-interpret-trailers	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-interpret-trailers.html	(from https://git-scm.com/docs/git)
17:43:38	17084/17084	---MCZ	200	added ('OK')	text/html	etag:W/%22ea0e6ad8102c23dc10df981600d88969%22	https://git-scm.com/docs/git-mailinfo	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-mailinfo.html	(from https://git-scm.com/docs/git)
17:43:38	13957/13957	---MCZ	200	added ('OK')	text/html	etag:W/%2266c1d0f15600f619b042f59137f50c68%22	https://git-scm.com/docs/git-mailsplit	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-mailsplit.html	(from https://git-scm.com/docs/git)
17:43:38	10902/10902	---MCZ	200	added ('OK')	text/html	etag:W/%22202893e5c2bfe9adda65258207105510%22	https://git-scm.com/docs/git-merge-one-file	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-merge-one-file.html	(from https://git-scm.com/docs/git)
17:43:39	15552/15552	---MCZ	200	added ('OK')	text/html	etag:W/%223a91a7b7b69844d018e1325cb2c2c20c%22	https://git-scm.com/docs/git-patch-id	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-patch-id.html	(from https://git-scm.com/docs/git)
17:43:39	12182/12182	---MCZ	200	added ('OK')	text/html	etag:W/%22b038b813687f3862fc9b159e3f3c9b7b%22	https://git-scm.com/docs/git-sh-i18n	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-sh-i18n.html	(from https://git-scm.com/docs/git)
17:43:39	16159/16159	---MCZ	200	added ('OK')	text/html	etag:W/%22a5049c18689bc4e0d8c51e73b1ca2cbe%22	https://git-scm.com/docs/git-sh-setup	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-sh-setup.html	(from https://git-scm.com/docs/git)
17:43:39	15915/15915	---MCZ	200	added ('OK')	text/html	etag:W/%22b807997862178667f4ed0284a114e77f%22	https://git-scm.com/docs/git-stripspace	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-stripspace.html	(from https://git-scm.com/docs/git)
17:43:40	31760/31760	---MCZ	200	added ('OK')	text/html	etag:W/%222d99887049b833af96cbc73bb4966e44%22	https://git-scm.com/docs/gitrepository-layout	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/gitrepository-layout.html	(from https://git-scm.com/docs/git)
17:43:40	39424/39424	---MCZ	200	added ('OK')	text/html	etag:W/%22bf4ca68b23bb77998a4f2c37299a2e95%22	https://git-scm.com/docs/githooks	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/githooks.html	(from https://git-scm.com/docs/git)
17:43:41	97713/97713	---MCZ	200	added ('OK')	text/html	etag:W/%222a5d1e9ede5c876f6482c0cef0864737%22	https://git-scm.com/docs/gitcore-tutorial	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/gitcore-tutorial.html	(from https://git-scm.com/docs/git)
17:43:41	90/90	---MC-	302	error ('Found')	text/html	date:Thu,%2019%20Oct%202017%2009:43:44%20GMT	https://git-scm.com/docs/howto-index.html	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/howto-index.html	(from https://git-scm.com/docs/git)
17:43:42	90/90	---MC-	302	error ('Found')	text/html	date:Thu,%2019%20Oct%202017%2009:43:44%20GMT	https://git-scm.com/docs/api-index	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/api-index	(from https://git-scm.com/docs/git)
17:43:42	23066/23066	---MCZ	200	added ('OK')	text/html	etag:W/%2235472d089d95d6ddf9b3be0cffcca5f4%22	https://git-scm.com/docs/gitcvs-migration	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/gitcvs-migration.html	(from https://git-scm.com/docs/git)
17:43:42	29036/29036	---MCZ	200	added ('OK')	text/html	etag:W/%22828ae8299a5c20fdf9f4097305fc4409%22	https://git-scm.com/docs/gittutorial-2	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/gittutorial-2.html	(from https://git-scm.com/docs/git)
17:43:43	284396/284396	---MCZ	200	added ('OK')	text/html	etag:W/%2269df826d449a57c58c60298919d7e660%22	https://git-scm.com/docs/git-config/2.14.2	D:/workspace/WebsiteCopy/GitDocs2/git-scm.com/docs/git-config/2.14.html	(from https://git-scm.com/docs/git-config)
